,sentence,subject,object,label,memo
191,채소 요리의 경우에는 다른 지방에서 흔히 먹지 않는 브로콜리나 누에콩을 많이 먹는 편이다.,,,,
192,"완두콩, 감자, 돼지감자 등의 채소류를 수프에 많이 넣으며 아드리아 해 인근에 위치하고 있어 해산물 비중이 높다.",,,,
193,"마늘이나 고추, 로즈메리 등을 멸치 염장에 사용되며 담수호에서 채취하는 생선도 있다.",,,,
194,"두 지역은 페페론치노와 같은 칠레고추(칠리 고추)를 음식에 많이 사용하며 사람들은 이렇게 매운 음식을 “디아볼레티”(""diavoletti"", “작은 악마”)라고 부른다.",,,,
195,아브루초 주의 오랜 관습인 '파나르다'는 정찬을 매우 오랜 시간동안 갖는 것으로 가난한 시절 쉼 없이 먹어보자는 바람에서 유래했다.,,,,
196,"한편, 몰리세 주는 아브루초 주에 속해 있었으므로 식문화 또한 유사하다.",,,,
197,그러나 캄파니아 주와 아브루초 주의 특성을 두루 갖고 있어 남부와 북부 지방의 특징이 만난다고 볼 수 있다.,,,,
198,돼지고기 생산량이 많아 살라미나 프로슈토가 많이 난다.,,,,
199,"손으로 만든 마카로니의 일종인 ""alIa chitarra""가 고유 음식이며 생산되는 치즈 종류가 매우 많아 유제품 소비가 많은 지역이다.",,,,
200,"캄파니아주에서 나는 농산물로는 토마토를 비롯한 고추, 양파, 감자, 레몬, 오렌지, 회향 등 여러 종류가 있다.",,,,
201,이곳은 과거 화산 폭발 이후 생성된 지형이므로 땅이 비옥하여 생산물이 풍부하다.,,,,
202,마카로니를 만드는 밀의 일종인 듀럼이 많이 나서 파스타도 듀럼으로 만든다.,,,,
203,"모차렐라 치즈가 매우 많이 쓰이는데, 대개 이 지방의 물소에서 나온 젖으로 만든다.",,,,
204,"이 지역의 향토 피자는 아주 유명하며, 이 지방의 채소와 치즈가 곁들여지기 때문에 더욱 인기가 있다.",,,,
205,"이탈리아식 케이크라고 할 수 있는 파스티에라나 스폴리아텔레, 럼 바바(babà) 등의 후식도 유명하다.",,,,
206,"이 지방의 요리는 이탈리아 요리와 미국식 요리가 결합된 양상도 많이 보이며, 시칠리아계 주민이나 캄파니아 주 출신자들이 미국으로 이민하면서 미국식 이탈리아 요리에 많은 영향을 미쳤다.",,,,
207,"피자의 경우 캄파니아 주의 중심지인 나폴리에서 모든 피자의 기본이 유래했다고 생각하는 경우가 많지만, 20세기에 그 모습이 많이 정형화되고 달라졌다.",,,,
208,풀리아주의 북부는 마늘과 양파 생산량이 많은 곳이다.,,,,
209,요리의 특성은 그리스와 상당히 흡사한 모습이며 이탈리아 전체에서도 특히 토마토소스가 맛있고 풍미가 풍부하기로 유명하다.,,,,
210,올리브기름은 이탈리아 전체 생산량의 1/3을 차지할 정도로 생산량이 많다.,,,,
211,파스타를 말려서 만들 때 마카로니 밀을 쓰기 때문에 다른 지역에 비해 밀가루 반죽 자체가 딱딱한 편이라고 한다.,,,,
212,가장 대표적인 요리는 오레키에테로 미트소스나 채소 국물로 요리하며 카바텔리 또한 문어나 굴을 감자나 쌀과 같이 요리하여 먹는 것으로 풀리아 주의 고유 음식이다.,,,,
213,"특이한 요리로는 양의 내장을 잘게 잘라서 볶아 먹는 네메리데(Gnemeridde), 내장을 잘게 잘라서 겨자와 먹는 꽈기아리데(Quagghiaridde)는 현지에서도 맛보기 어려운 아주 오랜 고대 그리스 시대의 요리이다.",,,,
214,양고기 요리가 가능한 이유는 남부 지방이 육류 소비가 드묾에도 불구하고 풀리아는 양 사육지 면적이 상당히 넓기 때문이다.,,,,
215,"토마토나 주키니호박, 브로콜리, 감자, 시금치, 토란, 회향, 콩과 식물이 많이 난다.",,,,
216,"굴과 무화과 섭취가 많은 지역이며, 양고기나 염소고기는 때때로 먹는다.",,,,
217,그리스의 영향 하에서 구운 양고기와 꿀을 바른 후식이 유행했다면 로마 시대부터 포도주와 올리브유 사용이 시작됐다.,,,,
218,"무화과, 대추야자의 사용이 많다.",,,,
219,"바실리카타주에서는 올리브, 콩, 고추 등이 많이 생산되며 육류의 경우 돼지고기와 양고기를 소비한다.",,,,
220,"돼지고기는 살라미나 소시지로 만들어 먹으며 부패를 막기 위해 올리브유를 사용하는데 양고기 문화는 고대 그리스 문명 때부터로 추정되고 있으며, 굽기 및 튀기기, 삶기 등 여러 방법을 모두 사용한다.",,,,
221,"양유(양의 젖)로 만들어 먹는 치즈는 그 종류는 아주 다양하며, 포도주의 경우에는 적포도주인 아글리안시오(Aglianico)가 명성이 높다.",,,,
222,쓴 맛이 나는 디제스티프(소화를 돕는 일종의 술)가 이곳에서 유래했다.,,,,
223,"라사냐는 로마 시대 때 유래하여 완두콩, 호두, 콩 등을 곁들여 조리된다.",,,,
224,"여러 식재료가 나기에 육류나 채소를 기본으로 한 수프가 많이 소비되는데 토마토와 마늘, 양파 등을 갖고 요리하며 참치나 청어, 멸치나 대구도 소비된다.",,,,
225,아랍인의 손길이 예로부터 전해진 고장이기에 칼라브리아주에서는 이탈리아 전체에서도 정복자 혹은 손님의 맛이 많이 풍긴다고들 한다.,,,,
226,"오렌지나 레몬, 건포도, 아티초크 등도 많다.",,,,
227,"특별히 수도자들이 모여 사는 지방이 있는데, 이곳에서는 우유나 치즈 등 유제품을 많이 섭취한다.",,,,
228,나폴레옹 시절에 프랑스의 영향력이 미쳤던 곳이기 때문에 요리 용어나 기구의 이름이 프랑스어의 정취를 풍긴다.,,,,
229,스페인 요리의 영향도 많이 받았다.,,,,
230,"해산물 요리로는 황새치, 새우, 바닷가재, 멸치, 오징어 등도 많이 먹으며, 멜론이나 수박이 많이 자라는 지방이다.",,,,
231,"과일이 많이 나므로 샐러드도 많이 해 먹는데, 이를 ""Macedonia di frutta"" (과일 샐러드의 일종)라고 한다.",,,,
232,"칼라브리아 일대에 포도나무는 19세기가 돼서야 그리스에서 들어왔으며, 상당히 늦게 포도나무 자체가 들어온 만큼 포도주 문화도 늦게 정착한 편이다.",,,,
233,"이탈리아 전체에서도 이 지역의 요리 문화에 대해서는 관련 정보가 그리 많지 않은 편인데, 감귤류나 빨간빛이 도는 양파가 특산물로 많은 사람이 먹는다.",,,,
234,밤이 많이 나기 때문에 밤을 이용한 후식거리가 제철에는 꼭 식탁에 오른다.,,,,
235,시칠리아주는 고대 그리스의 영향이 많이 나타나는 지방이다.,,,,
236,신화에서는 디오니소스가 시칠리아에 포도주를 가지고 들어왔다고 한다.,,,,
237,"고대 로마가 시칠리아를 정복하였고, 거위 요리를 많이 만들어냈다.",,,,
238,"비잔티움 제국은 달고 시큼한 맛이 나는 음식을 선보이는 데 결정적인 역할을 했고, 10세기와 11세기에 걸쳐 아랍계 민족이 살구, 설탕, 멜론, 쌀, 사프란, 땅콩, 정향 등을 가져왔다.",,,,
239,"노르만족이 고기 요리를 많이 유입시켰으며, 스페인의 신세계 발견 이후 그 영향으로 코코아, 칠면조, 옥수수, 토마토를 아주 빨리 받아들인 지역이기도 하다.",,,,
240,"참치나 붉돔, 오징어, 황새치도 많이 쓰인다.",,,,
241,시칠리아의 요리는 상당히 맛이 자극적이며 매운데다 짠맛도 강하기 때문에 한국 요리와 비슷하다고 보기도 한다.,,,,
242,풍부한 해산물을 바탕으로 하기 때문에 피자나 파스타도 짭짤하거나 비린 맛을 풍긴다.,,,,
243,여러 세기 동안 아프리카와 유럽의 각축전이 벌어졌으므로 아직도 그리스나 모로코 요리에서 나타나는 쿠스쿠스가 있다.,,,,
244,아랍 지배 시에는 다양한 과일나무가 들어오면서 과일이나 감귤 향을 더하여 만드는 스차르바트(Sciarbat)가 생겨났으며 현재의 “셔벗” 형태로 세계인의 입맛을 사로잡게 됐다.,,,,
245,"앞서 설명되었듯, 시칠리아 요리의 4대 요소는 올리브, 토마토, 모차렐라 치즈, 해산물이다.",,,,
246,섬이기 때문에 생선 내장도 버리지 않고 식재료로 쓰며 파스타에도 갖은 해산물을 이용하여 먹기 때문에 갯내가 나지 않도록 하여 조리하는 요리가 많다.,,,,
247,"사르데냐주는 왕새우, 문어류, 참치, 정어리, 참새우 등 해산물이 주를 이루는 지방이다.",,,,
248,멧돼지 수컷을 잡아다가 통째로 바비큐를 하거나 일부 부위를 이용해서 콩 스튜를 만들어 먹는 경우가 흔하며 대개 이 스튜를 빵에 찍어서 먹는다.,,,,
249,민트나 도금양 종류의 향신료도 많이 쓴다.,,,,
250,"사르데냐 빵은 바싹 마른 딱딱한 빵인데, 습기가 많은 빵보다 저장 기간이 훨씬 길다는 장점이 있다.",,,,
251,"일례로 시브라시우(""civraxiu""), 코코이 피나투스(""coccoi pinatus"") 등이 있으며 빵 자체에 장식을 해서 내놓는다.",,,,
252,"피스토쿠(""pistoccu"")라는 빵은 밀가루와 물로 그냥 반죽해서 구운 빵으로 대개 긴 여행을 하는 사람들이 가지고 다닌다.",,,,
253,"하지만 집에서는 보통 바질이나 토마토, 향이 나는 치즈와 같이 먹는다.",,,,
254,"빵은 사르데냐 사람에게 축제와 풍요함의 상징이며, 결혼식에는 층층이 조각을 내서 윗부분을 고딕 성당처럼 꾸미고 설탕으로 만든 꽃을 세운다.",,,,
255,새 부부가 될 사람들을 축복하고 결혼식 전까지는 케이크 크기에 맞게 천을 준비해 위로 덮어둔다.,,,,
256,다른 특별한 경우에 쓰이는 빵은 세례 의식 때 쓰는 것으로 레이스처럼 장식을 많이 한다.,,,,
257,"한편 장례식 때 제공되는 빵은 빵 자체의 외피를 어두운 색으로 만들며, 이는 죽음을 상징한다.",,,,
258,"사르데냐에서는 예로부터 사냥이 성행했는데, 사냥철에는 살이 손상되지 않도록 하기 위해 그물로 조류를 잡는다.",,,,
259,"예로부터 부리를 묶은 채로 끓는 물에 끓여 요리하였는데, 털을 뽑은 후에 내장을 씻지는 않는다.",,,,
260,과자의 경우에는 오렌지 꽃으로 향기를 낸 것이나 아몬드를 많이 사용한다.,,,,
261,바다를 끼고 있어 해산물 요리가 많으며 통으로 쪄서 먹는 방식이 전해진다.,,,,
262,"전통적인 이탈리아 요리에는 말고기를 제외한 거의 대부분의 육류, 토마토, 해산물, 치즈가 사용된다.",,,,
263,이탈리아 요리의 전형적인 재료인 올리브유는 식물성 기름으로 사용되는 주재료이며 소스의 기본으로 사용되기에 버터나 라드의 대용품으로 널리 쓰인다.,,,,
264,남부 지역의 경우에는 토마토 소스를 사용하는 것을 기본으로 하되 북부에 비해 올리브유를 많이 쓴다.,,,,
265,"후추와 올리브유, 마늘, 오레니, 늙은 호박 뿐 아니라 해산물의 경우 참치나 안초비, 대구, 케이퍼 등도 사용된다.",,,,
266,"이탈리아 북쪽에서는 청어를 비롯한 수산물, 감자, 쌀, 옥수수, 소시지, 돼지고기를 비롯해 다양한 치즈가 많이 쓰인다.",,,,
267,반면에 리구리아 지방의 요리는 상당히 다른 편이어서 해산물 요리에 그 역량이 집중돼 있는 편이다.,,,,
268,"페스토에서 사용되는 바질이나 견과류, 올리브유도 흔히 볼 수 있다.",,,,
269,"에밀리아로마냐 주에서는 살라미의 여러 종류를 비롯해 트뤼프와 그라나 치즈, 프로슈토, 라구 소스를 흔히 사용하며 햄과 비슷한 코테키노 모데나도 흔하다.",,,,
270,"파스타는 길이, 너비, 모양에 따라 그 종류가 세분화되며 매우 다양하다.",,,,
271,"크게 건조된 면이냐 생면이냐에 따라 두 범주로 나뉘며 파스타의 종류는 특별히 곡물 뿐 아니라 어떻게 밀가루를 빻는가에 따라서, 모양이나 형태에 따라서도 나뉜다.",,,,
272,파스타는 면 자체 뿐 아니라 파스타가 주재료인 음식을 가리키는 용어로 쓰이며 여러 종류의 소스와 함께 어우러진다.,,,,
273,"후식에는 제철 과일이 널리 쓰이는데 바닐라, 시나몬, 리코타 치즈, 꿀이 보편적으로 쓰이며 파스타 종류와 함께 어울러지는 경우가 많다.",,,,
274,각 식당의 종류는 전통적으로 해당되는 음식을 제공하는 역할이 구분돼 있다.,,,,
275,"이탈리아의 아침 식사는 ""colazione""로 불리기도 하며 대개는 프랑스, 그리스, 스페인 식과 유사한 면이 많다.",,,,
276,"전통적인 아침 식사로 이태리인들은 카푸치노를 자주 먹으며 빵이나 롤케이크를 잼의 종류(""prima colazione"" 아니면 간단히 ""colazione"")에 발라 먹는다.",,,,
277,"쿠키 같이 딱딱한 빵에 버터나 잼을 발라 먹는 프티 비스코타테(""Fette biscottate"")를 많이 먹는다.",,,,
278,아이들의 경우 핫초코와 우유를 데워 먹거나 약간의 커피를 타서 먹는다.,,,,
279,"커피 가게에서 아침 식사를 한다면 가벼운 카푸치노에 제과류를 곁들이거나 아침용 시리얼, 설탕에 과일을 졸여 만든 콤포트를 자주 먹는다.",,,,
280,"점심(""Pranzo"")은 이탈리아 식사에서 가장 주요한 부분을 차지하는 식사이다.",,,,
281,"대개 낮 12시에서 오후 2시에 점심을 먹으며 에피타이저로 대개 차갑게 식힌 고기나 햄, 치즈, 샌드위치, 올리브나 소스를 먹는다.",,,,
282,"첫 코스(""primo"")는 파스타나 스파게티, 수프, 크레페, 라비올리, 리소토 등으로 고기가 아닌 따뜻한 음식으로 한다.",,,,
283,"두 번째 요리(""secondo"")는 육류나 생선이 많이 나오고 마지막 후식으로는 단 음식과 과일을 먹는다.",,,,
284,"또한, 견과류나 피스타치오도 많이 먹는다.",,,,
285,"오늘날에는 식사 시간이 많지는 않다 보니, 갈수록 식사 시간이 줄어드는 편이지만 여전히 집에서 먹는 경우가 많다.",,,,
286,Merenda (오후 간식).,,,,
287,"대부분의 이탈리아인들, 특히 아이들은 과일, 요구르트, 아이스크림, 견과류, 과자나 비스킷, 케이크, 무스 등을 먹는다.",,,,
288,일선 학교에서의 간식 시간은 오후 3시에서 5시 사이다.,,,,
289,"저녁 식사는 보통 오후 7시 30분에서 오후 9시 30분 사이에 하며, 북유럽 국가와 비교하면 꽤 늦은 시간이지만 스페인이나 다른 지중해 국가보다는 빨리 먹는 편이다.",,,,
290,"대개 샐러드나 수프, 리소토로 간결하게 먹으며 점심 때 먹은 음식을 다시 데워 먹는 경우가 많아 점심과 비슷하다.",,,,
291,이탈리아 요리의 정찬식은 대개 서너 개로 구성되며 식사는 친구나 가족과 함께 하는 시간이다.,,,,
292,명절이 되면 전체 식사를 마치는 데만 몇 시간이 걸린다.,,,,
293,"일반 가정에서 전통 요리는 결혼식 때 먹으며 대개 일상적인 상차림으로는 커피와 파스타, 리소토 등이 해당된다.",,,,
294,"리소토 같은 음식은 첫 번째 코스인 프리모(""primo"")에 나온다.",,,,
295,식당에서 코스 요리를 먹게 될 경우에는 식사 순서에 일부 차이가 나타날 수도 있다.,,,,
296,"이탈리아식 커피(, 카페)는 에스프레소라고도 불리며, 세계적으로도 통용된다.",,,,
297,에스프레소를 만드는 커피는 대개 검은빛이 진한 커피콩을 쓴다.,,,,
298,이탈리아 자체적으로는 북쪽일수록 그 빛깔이 연하고 남쪽으로 내려갈수록 커피콩의 색깔이 진해진다.,,,,
299,최근 이탈리아에서 소비하는 커피는 거의가 브라질산이며 다른 지방의 커피를 블렌딩(섞어)사용한다.,,,,
300,대개 커피는 작은 커피 잔에 내놓으며 카페 마키아토는 위에 우유를 곁들인다.,,,,
301,리스트레토는 이탈리아의 전형적인 커피로서 물이 덜 들어가기 때문에 맛도 강하다.,,,,
302,카푸치노는 위에 우유를 거품지게 해서 모양을 만들기도 하는데 대개 아침에 많이 먹으며 아침 이후에는 에스프레소를 마시는 것이 보통이다.,,,,
303,"이탈리아는 가장 많은 포도주를 생산하는 나라이며, 소비 및 수출 규모에서도 단연 독보적인 위치를 차지하고 있다.",,,,
304,"일부 자료에서는 포도주 생산의 2/3가 이탈리아에서 생산되고, 그 제품이 독일이나 프랑스에서 증류된다고 보기도 한다.",,,,
305,이탈리아에서 증류되는 포도주의 자체 생산량은 신대륙 전체를 앞지른다.,,,,
306,하지만 이탈리아에서 생산하는 포도주의 25%만이 실제로 개인 소비자에게 판매되거나 병으로 포장되어 시장에서 팔린다. 20개 지방마다 포도주는 그 특성이 천차만별이며 극과 극을 이룬다.,,,,
307,최근 포도 생산자들은 과거의 낡은 농장 이미지를 청산하고 새로운 이탈리아식 포도주 생산을 목표로 뛰고 있다.,,,,
308,이를 위해 이탈리아 정부는 포도주 산업을 관리 및 통제하는 법안을 통과시켰다.,,,,
309,DOC(Denominazione di Origine Controllata)라는 이 법은 1963년 정부 발의로 공표돼 생산 지역을 표시하기 시작한다.,,,,
310,"정기적으로 법안이 개선되고 있으며 1980년에 DOCG(Denominazione di origine controllata, 데노미나지오네 디 오리지네 콘트롤라타-원산지 명칭 통제 보증)로 바뀌었다.",,,,
311,DOCG는 이탈리아에서도 최고의 질을 자랑하는 엄선된 포도주를 말한다.,,,,
312,"원산지와 질, 생산 방법, 숙성 기간에 이르기까지 DOC 꼬리표를 보고 확인할 수 있는 제도이다.",,,,
313,하지만 이탈리아의 포도주 등급 체계가 근본적으로 맛 자체를 보증하지 않는다는 것은 다른 국가의 등급과 흡사한 의문점을 갖고 있기는 하다.,,,,
314,"DOCG의 경우에는 포도주 중에서도 가장 엘리트 집단이라고 하지만 관리상 허점을 드러낸 경우도 있으며, DOC의 경우에는 지자체나 농장이 직접 현대화를 꾀하고 질적 향상에 주력할 수 있게 돕고 있다.",,,,
315,이외에도 VdT()는 특정 규정이 필요치 않은 테이블 포도주의 일종으로서 저렴한 상품은 물론 창조적인 포도주에 도입되는 기준이다.,,,,
316,VdT는 유럽식 기준이 이탈리아 포도주 등급 체계에 영향을 끼치게 됨에 따라 나타나고 있는 현상이라고 할 수 있다.,,,,
317,이탈리아에는 여러 다양한 맥주가 존재하며 대개는 옅은 색의 맥주 종류(Pale lager)가 많다.,,,,
318,그러나 맥주는 자국 내에서 포도주만큼 흔하지 않으며 다만 갈수록 그 보편화가 두드러지고 있는 추세이다.,,,,
319,2008년 월스트리트저널의 발표 결과 여전히 포도주를 선호하는 비율이 전체적으로는 높으나 젊은 층 사이에서 맥주 선호도가 두드러지게 증가하고 있다.,,,,
320,가장 이름 높은 이탈리아 맥주 증류사는 페로티 사와 비라 모레티 사이며 여러 양조 업체가 존재한다.,,,,
321,이전에 오스트리아의 영토였던 사우스 티롤 지역이 맥주로 가장 유명하며 소비량과 증류량도 가장 많다.,,,,
322,보통 이탈리아에서는 피자 가게에서 맥주를 취급한다.,,,,
323,"여느 나라들에도 각 지역마다 전통주가 있듯이 이탈리아에도 여러 다양한 전통주가 재료, 발효법에 따라 각기 존재하며 대중성을 얻은 주류도 있다.",,,,
324,"대표적으로는 시칠리아 지방에서 유래한 레몬 증류주인 리몬첼로가 있으며 소렌토, 아말피, 나폴리 만 지역에서 보통 음용하는 비율이 특히 높다.",,,,
325,레몬을 첨가한 술로서 향이나 맛이 굉장히 세기 때문에 극히 소량으로 섭취하며 작은 잔이나 컵에 담아 먹는다.,,,,
326,"아마로 아베르나(""Amaro Averna"")는 시칠리아식 식후주로서 정찬 후 마시며 여러 허브를 첨가한 주류이다.",,,,
327,"그라파(""Grappa"")는 북부 지방에서 볼 수 있는 주류로서 알프스나 포 계곡 지역의 식문화에서 특히 흔하다.",,,,
328,"보통 그라파 주는 베네토 주, 피에몬트 주, 트렌티노 지방에서 많이 증류되며 가장 이름 높은 세 종은 ""Martini &amp; Rossi"", ""Vermouth"", ""Campari""이다.",,,,
329,전 세계적으로도 인기를 지속적으로 얻고 있는 스파클링 와인의 경우 프랑스산 샴페인 대신 프로세코를 많이 마신다.,,,,
330,프랑스산 샴페인이 비싼 탓에 특별히 베네토 주에서 많이 나는 프로세코를 마시는데 프로세코는 이탈리아 백포도주의 일종이다.,,,,
331,모든 지역마다 명절이나 휴일에 먹는 음식이 다르다.,,,,
332,시칠리아주나 해외 이탈리아인은 3월 19일 성 요셉의 날 축제를 연다. 북아프리카와 남서아시아 원산의 콩인 누에콩으로 기근에 굶주리던 사람들이 목숨을 구했다는 것과 동시에 성 요셉을 기리는 날이다.,,,,
333,중세 기근에 시달리던 시칠리아인의 경험이 우러나온 명절이기도 하다.,,,,
334,그 밖에도 이 날에는 빨간 옷을 입고 시칠리아의 전통 과자인 체폴라를 빈자와 함께 나눠 먹는 것이 오랜 전통이다.,,,,
335,크리스마스이브에는 저녁 식사에 정찬을 차려 먹으며 다양한 해산물이 사용된다.,,,,
336,"단, 육고기를 금하기 때문에 대신 조류와 해산물을 소비하는 가벼운 식사를 자정 미사 전에 하는 것이 보통이다.",,,,
337,"다음 날인 크리스마스 점심 식사가 가장 중요한 만찬이며 닭고기 육수로 끓인 토르텔리니, 양고기나 육류 등도 소비된다.",,,,
338,가장 대표적인 케이크는 판도로와 파네토네가 있다.,,,,
339,크리스마스에 먹는 음식은 지역차가 존재한다.,,,,
